days,simulated_rabbit,simulated_fox
760,324.0575784318209,923.2745915165339
761,320.27197775457176,893.4949145855957
762,316.8426873242301,864.5248737674435
763,313.7506514897016,836.362194020814
764,310.97827633593107,809.0021676918373
765,308.5093182033479,782.4379633260967
766,306.3287805284827,756.6609053581657
767,304.4228185326986,731.6607269330221
768,302.77865127552445,707.4257980093316
769,301.3844805898746,683.9433307790824
770,300.2294164255949,661.199564316502
771,299.3034081428926,639.179930245198
772,298.59718131644865,617.8692010890769
773,298.10217963295287,597.2516228517393
774,297.81051148831585,577.3110332523138
775,297.71490091504677,558.0309669340746
776,297.80864249463303,539.3947488563367
777,298.08555993370544,521.3855769804775
778,298.5399680060388,503.9865952675574
779,299.1666375847227,487.18095791804586
780,299.960763510062,470.9518857033656
781,300.9179350587682,455.28271516424087
782,302.0341087987892,440.15694138187945
783,303.30558363166074,425.5582549645429
784,304.7289778405671,411.47057383376534
785,306.3012079774121,397.87807034103025
786,308.0194694361672,384.7651941967889
787,309.8812185726401,372.1166916489735
788,311.8841562426478,359.91762130731223
789,314.0262126414684,348.1533669725085
790,316.3055333374108,336.80964779537925
791,318.72046640149483,325.87252606014397
792,321.26955054359246,315.32841285790727
793,323.9515041730324,305.1640718907982
794,326.76521530865915,295.36662162396675
795,329.7097322697188,285.9235359815057
796,332.7842550847717,276.82264376318227
797,335.98812756114995,268.0521269414413
798,339.3208299623233,259.60051798233474
799,342.7819722449639,251.45669631970173
800,346.37128781153115,243.6098840989139
801,350.08862773788223,236.04964129472754
802,353.93395543875624,228.76586029709594
803,357.90734173704953,221.74876004912613
804,362.00896030558073,214.98887981260634
805,366.2390834525847,208.4770726285972
806,370.5980782244967,202.20449853340662
807,375.08640280169897,196.16261758377902
808,379.7046031648216,190.34318273925737
809,384.45331001095957,184.73823264437866
810,389.33323590075076,179.340084348572
811,394.34517261873486,174.14132599730294
812,399.48998873072793,169.134809524112
813,404.76862732316846,164.31364336967454
814,410.1821039104877,159.6711852508488
815,415.73150449755616,155.20103499982258
816,421.41798378518007,150.89702749091495
817,427.24276350743656,146.75322567028286
818,433.2071308903952,142.76391370172698
819,439.31243722245,138.9235902399423
820,445.5600965271023,135.22696184090807
821,451.95158432958317,131.6689365176452
822,458.4884365092063,128.2446174482591
823,465.17224822978505,124.94929684202498
824,472.00467294084376,121.77844996824722
825,478.98742144269823,118.72772935172459
826,486.12226100879815,115.79295913785761
827,493.4110145589783,112.97012962974908
828,500.85555987750007,110.25539199905337
829,508.4578288699535,107.64505317181857
830,516.2198068532437,105.13557089013803
831,524.1435318730074,102.72354895006572
832,532.2310940428903,100.40573261596136
833,540.4846349001779,98.17900421119901
834,548.9063467722793,96.04037888500105
835,557.4984721485687,93.98700055504115
836,566.2633030520378,92.01613802538986
837,575.2031804051444,90.1251812793569
838,584.3204933841188,88.31163794680796
839,593.6176787558691,86.57312994560174
840,603.0972201914345,84.90739029690256
841,612.7616475497223,83.31226011427452
842,622.6135361250134,81.7856857666556
843,632.6555058514434,80.32571621553947
844,642.8902204572969,78.93050052696685
845,653.3203865616252,77.59828555923878
846,663.9487527052123,76.32741382762127
847,674.7781083074806,75.1163215477079
848,685.811282540376,73.96353685955147
849,697.0511431096777,72.86767823516684
850,708.5005949335241,71.82745307255004
851,720.1625787072232,70.84165647995614
852,732.0400693426055,69.90917025482946
853,744.1360742693026,69.02896206250044
854,756.4536315843528,68.20008482054563
855,768.9958080354709,67.42167629556502
856,781.7656968221376,66.69295892007138
857,794.7664151973705,66.01323983820848
858,808.0011018516121,65.38191119013956
859,821.4729140586196,64.79845064617243
860,835.1850245615086,64.26242220303058
861,849.1406181752312,63.77347725615005
862,863.3428880796909,63.331355963490296
863,877.7950317754139,62.935888918113584
864,892.500246671217,62.58699914872144
865,907.4617252705366,62.28470446946179
866,922.6826499200804,62.02912020265174
867,938.1661870811399,61.82046230062233
868,953.9154810802315,61.65905089570974
869,969.9336472917377,61.54531431051348
870,986.2237647007765,61.47979356395044
871,1002.7888677896659,61.46314741238626
872,1019.6319376860046,61.49615796925611
873,1036.7558925044543,61.57973695113861
874,1054.1635768078586,61.71493260326093
875,1071.8577501061222,61.902937362939305
876,1089.8410743034374,62.14509632555091
877,1108.1160999957297,62.44291658434619
878,1126.6852515106343,62.79807752281115
879,1145.5508105717734,63.212442146443294
880,1164.7148984575,63.68806954979142
881,1184.1794565114694,64.22722862450345
882,1203.9462248483476,64.83241312502156
883,1224.0167190824427,65.50635822054872
884,1244.3922048900256,66.25205867508514
885,1265.0736701973415,67.07278881180319
886,1286.0617947657402,67.97212443390096
887,1307.3569169227521,68.95396689145949
888,1328.9589971631437,70.0225695028409
889,1350.8675783168565,71.18256655991193
890,1373.0817419510718,72.43900516896481
891,1395.6000606412492,73.79738020372756
892,1418.4205457107303,75.26367267338496
893,1441.5405900001974,76.84439183711645
894,1464.9569051868261,78.5466214273065
895,1488.6654531281831,80.37807037625574
896,1512.6613706579164,82.34712847579632
897,1536.938887208905,84.46292743548179
898,1561.4912345850028,86.73540784263878
899,1586.3105481451444,89.1753925660245
900,1611.3877586036035,91.79466718342088
901,1636.7124735885234,94.60606805120635
902,1662.2728480382048,97.62357866946093
903,1688.0554424525378,100.86243502769565
904,1714.0450679570313,104.33924064154849
905,1740.224617081699,108.07209200677053
906,1766.5748791095477,112.08071519972006
907,1793.0743388138262,116.3866143385517
908,1819.6989573845392,121.01323258026443
909,1846.421934349673,125.98612625817445
910,1873.2134493333035,131.33315265284492
911,1900.0403825714798,137.08467172553614
912,1926.866013240084,143.27376191284714
913,1953.64969485213,149.9364497675095
914,1980.3465072737758,157.1119528131059
915,2006.9068853109452,164.84293443595107
916,2033.276224358207,173.1757689376514
917,2059.3944643092645,182.16081398491542
918,2085.1956538395207,191.85268658282044
919,2110.6074983256326,202.31053732395947
920,2135.5508961092237,213.5983159858214
921,2159.939469589225,225.7850195182478
922,2183.6790997884814,238.94491103915348
923,2206.667475632838,253.1576956026448
924,2228.793672245875,268.50863519333916
925,2249.937776129075,285.08858162771963
926,2269.9705791735328,302.9939018316977
927,2288.753368010916,322.32626538171166
928,2306.1378401869024,343.19225937488596
929,2321.9661838934785,365.70279084498304
930,2336.071363305354,389.97223238387755
931,2348.2776566003276,416.11726281212634
932,2358.4014980427523,444.25535226847285
933,2366.2526784629845,474.5028407268542
934,2371.635959302858,506.9725616417087
935,2374.353153191993,541.7709692608252
936,2374.2057177199886,578.9947403217193
937,2370.997897560793,618.7268395572754
938,2364.540432317869,661.0320647244617
939,2354.654822526142,705.9521214189884
940,2341.178113716243,753.5003207971066
941,2323.9681185338586,803.6560435947533
942,2302.908950763648,856.359169353642
943,2277.9166950682197,911.5047268558536
944,2248.944985987736,968.9380751262325
945,2215.9902242502294,1028.4509671794178
946,2179.096123780826,1089.7788731238466
947,2138.3572655516064,1152.599937261791
948,2093.9213408209357,1216.5359084540898
949,2045.9898011707796,1281.1553097742164
950,1994.8166982414293,1345.9790018832057
951,1940.7055907197457,1410.4881493088455
952,1884.0045142569543,1474.1344302547564
953,1825.0991417270202,1536.3521541825312
954,1764.404393505206,1596.5717861962385
955,1702.3548756259352,1654.2342430985477
956,1639.3946138207873,1708.805240483759
957,1575.9666025782801,1759.7889456075627
958,1512.5026944296576,1806.740231555656
959,1449.414315510625,1849.2749302920665
960,1387.0844148326257,1887.0776333481463
961,1325.8609471487202,1919.9067711378768
962,1266.0520662104614,1947.5968942337113
963,1207.923080583585,1970.0582619997356
964,1151.6951105221335,1987.2739987849307
965,1097.5452911270777,1999.2951938747526
966,1045.6082996943105,2006.2343932348213
967,995.978945427125,2008.2579592683758
968,948.7155458470221,2005.5777645357225
969,903.8438221907411,1998.442644871247
970,861.3610704190587,1987.129976137889
971,821.2403994359221,1971.937666405498
972,783.4348683989647,1953.1767798626347
973,747.881396175403,1931.164936708662
974,714.5043547703201,1906.2205690668632
975,683.2187927777705,1878.6580591650636
976,653.9332634400148,1848.7837436175314
977,626.5522544136858,1816.892736382369
978,600.9782330800298,1783.2665018294997
979,577.1133328131924,1748.171096847766
980,554.8607128403897,1711.8559953788197
981,534.1256280529783,1674.5534085439488
982,514.8162461865978,1636.478017129254
983,496.84424892213104,1597.8270393320734
984,480.1252512923016,1558.7805643058548
985,464.5790708143839,1519.5020903659708
986,450.12987439497846,1480.139215142584
987,436.70622755278066,1440.824433076664
988,424.2410670785381,1401.6760031866204
989,412.6716150279049,1362.7988568341184
990,401.939248999593,1324.28552122144
991,391.9893410257655,1286.2170395520186
992,382.77107510394535,1248.6638732131337
993,374.2372514209192,1211.6867750528652
994,366.3440836386005,1175.3376258932317
995,359.05099420226486,1139.6602289243351
996,352.3204114627778,1104.6910586362835
997,346.11757144568725,1070.4599625391488
998,340.4103263219009,1036.9908151625048
999,335.16896100975987,1004.302124774709
1000,330.3660188420523,972.407593970262
