days,simulated_rabbit,simulated_fox
140,900.4686501683425,62.986010570810144
141,915.5511173204361,62.706130316069405
142,930.894217826145,62.473435061646036
143,946.5010839943749,62.28819730934175
144,962.3748214716985,62.15079648815719
145,978.5185020456915,62.06172324477933
146,994.935155795788,62.02158425227015
147,1011.6277625320491,62.03110757848047
148,1028.5992424565886,62.091148660063304
149,1045.8524459761497,62.20269693275088
150,1063.3901425875345,62.366883173840485
151,1081.2150087499904,62.584987618648306
152,1099.3296146503988,62.85844891910096
153,1117.7364097579375,63.1888740196945
154,1136.4377070548246,63.578049033832585
155,1155.4356658186714,64.02795121212402
156,1174.7322728197328,64.54076210365704
157,1194.329321782933,65.11888202165639
158,1214.228390949731,65.76494593635188
159,1234.4308185586103,66.48184093044974
160,1254.9376760451223,67.27272536638785
161,1275.7497387427343,68.14104992968745
162,1296.8674538441637,69.09058072928904
163,1318.2909053592534,70.12542465388546
164,1340.0197757795238,71.25005720305917
165,1362.0533041312094,72.46935303357768
166,1384.3902400676823,73.78861948461447
167,1407.0287936184727,75.21363337100637
168,1429.966580175502,76.75068136099193
169,1453.2005602574689,78.40660428421914
170,1476.7269735505288,80.1888457471366
171,1500.5412666773352,82.10550546609582
172,1524.6380140972649,84.16539776341895
173,1549.0108314882211,86.37811570802661
174,1573.652280905135,88.75410141953765
175,1598.5537669523608,91.30472309240758
176,1623.705423147337,94.04235933378533
177,1649.0959875918663,96.98049144414877
178,1674.7126670063749,100.13380430184188
179,1700.5409881231637,103.51829653930004
180,1726.5646353790166,107.15140071733074
181,1752.7652737985495,111.05211421087019
182,1779.1223559207979,115.24114151078004
183,1805.612911597645,119.74104861599638
184,1832.2113194895308,124.57643013179775
185,1858.8890591090185,129.77408959462562
186,1885.6144423254918,135.3632334012794
187,1912.3523233558658,141.37567851765138
188,1939.0637864409084,147.84607386401302
189,1965.7058106614531,154.81213490170214
190,1992.230911703892,162.31489045792625
191,2018.5867608641784,170.39894019557306
192,2044.7157822124655,179.11272033364517
193,2070.5547296595823,188.50877421741268
194,2096.0342467089645,198.64402308794848
195,2121.078412985339,209.58003086758208
196,2145.604283249499,221.38325491830562
197,2169.5214265840655,234.12527250199173
198,2192.731475815188,247.88297003592666
199,2215.1277000625196,262.73867916487126
200,2236.5946166175154,278.78024014776327
201,2257.0076621547723,296.10096909475277
202,2276.2329475715264,314.799501237802
203,2294.1271254756257,334.97947777839596
204,2310.53740439507,356.749039104158
205,2325.3017489798262,380.22008257170376
206,2338.2493105297535,405.5072390027138
207,2349.201136713034,432.7265190610366
208,2357.971212800457,461.99357945619647
209,2364.3678884423425,493.4215603052391
210,2368.1957431124524,527.118449989688
211,2369.2579388562935,563.1839435968461
212,2367.3590998400387,601.7057767081045
213,2362.308743329332,642.7555389837047
214,2353.9252651934485,686.3840025216753
215,2342.0404542048736,732.6160386610381
216,2326.504473208252,781.4452432829405
217,2307.191202391698,832.8284431607524
218,2284.0037921913754,886.6803115609731
219,2256.880223829995,942.8683755830482
220,2225.7986284775884,1001.2087445927176
221,2190.782077044534,1061.4629212653508
222,2151.9025279461666,1123.336066365587
223,2109.2836161339815,1186.477068079447
224,2063.101988655821,1250.480710942244
225,2013.586943306846,1314.8921459198746
226,1961.0182077348607,1379.2137343472486
227,1905.7218029062642,1442.914181932441
228,1848.0640592121788,1505.4397079466971
229,1788.4439841757285,1566.2268262926443
230,1727.2843039071452,1624.716168680504
231,1665.0216020226937,1680.3666740977856
232,1602.0960475129505,1732.6694176225687
233,1538.941228838376,1781.160363286937
234,1475.9745925964166,1825.4313998622367
235,1413.5889245625383,1865.1391465872248
236,1352.1452171039139,1900.011182671025
237,1291.9671519208678,1929.8495403844943
238,1233.337304395534,1954.531486257929
239,1176.4950585560273,1974.0077800190732
240,1121.636120473557,1988.2987326347695
241,1068.913439982926,1997.488475173587
242,1018.4392992727262,2001.717897153156
243,970.288301890307,2001.1767196851888
244,924.5009940324198,1996.0951419049152
245,881.0878668634952,1986.735447744111
246,840.0335184837774,1973.3838934526993
247,801.3007916142002,1956.3431230448036
248,764.8347433174813,1935.9252861784917
249,730.5663423982983,1912.4459661248861
250,698.4158259033125,1886.2189677833128
251,668.2956768112351,1857.5519688011043
252,640.1132098843815,1826.7430010568755
253,613.7727717354218,1794.0777043985154
254,589.1775748894088,1759.8272783256414
255,566.2311946994752,1724.24704870814
256,544.8387632276944,1687.5755640081013
257,524.9078964603129,1650.0341372818552
258,506.34939125621656,1611.8267551242488
259,489.0777268947737,1573.1402815470096
260,473.01140354333535,1534.1448926591397
261,458.0731468381668,1494.9946862612403
262,444.1900043914577,1455.8284185908335
263,431.2933566356924,1416.770328134902
264,419.3188611540582,1377.9310134581915
265,408.2063466217427,1339.408338276446
266,397.89966975307317,1301.2883424979493
267,388.3465462361992,1263.646142677706
268,379.49836454058,1226.546809321399
269,371.3099896882677,1190.0462118038145
270,363.73956256436384,1154.1918244012404
271,356.7482990769046,1119.0234891538748
272,350.30029243200556,1084.5741330452533
273,344.36232093697066,1050.8704383789213
274,338.903663054471,1017.9334663096786
275,333.8959208794586,985.7792343022395
276,329.31285277451144,954.4192488918138
277,325.13021555895494,923.8609955495789
278,321.32561638520764,894.1083877460285
279,317.87837423773095,865.162177485684
280,314.7693908433968,837.0203296816283
281,311.98103067670155,809.6783627676394
282,309.49700967052183,783.1296579253242
283,307.30229219600176,757.3657392466703
284,305.3829958479446,732.3765270691846
285,303.7263035601135,708.1505666195034
286,302.3203825743896,684.675233988535
287,301.15430979577985,661.9369213418414
288,300.21800307946756,639.9212031468919
289,299.5021580145538,618.6129850769663
290,298.99818979041004,597.9966371319354
291,298.69817975451963,578.0561124005004
292,298.59482629445205,558.775052777718
293,298.6813997005552,540.1368828465412
294,298.9517006895865,522.1248930330125
295,299.4000222924741,504.7223130518881
296,300.0211148314727,487.91237657286
297,300.81015373300016,471.6783779570677
298,301.762709942293,456.0037218391022
299,302.87472272467147,440.8719662609317
300,304.1424746556346,426.26686000084686
301,305.56256861822135,412.172374682336
302,307.1319066411248,398.57273219441964
303,308.84767042493473,385.45242790610797
304,310.7073034167347,372.7962501129386
305,312.70849430507445,360.5892961127243
306,314.84916181819005,348.8169852703973
307,317.1274407183051,337.4650693978716
308,319.54166889395884,326.51964074391503
309,322.09037546067634,315.96713786086235
310,324.77226978790935,305.7943495893964
311,327.58623137718394,295.9884173793339
312,330.5313005227448,286.5368361431888
313,333.6066696918323,277.42745382007433
314,336.8116755670204,268.64846981004996
315,340.145791697909,260.18843242318377
316,343.6086217138804,252.03623547323272
317,347.19989305366624,244.18111413280658
318,350.91945117114756,236.61264015508328
319,354.76725418017526,229.32071655641434
320,358.7433679042439,222.29557184447216
321,362.84796129965264,215.52775386780036
322,367.0813022233316,209.00812335467128
323,371.4437535188238,202.72784720195725
324,375.9357693960306,196.67839156820622
325,380.55789208226537,190.85151481922478
326,385.31074872390707,185.2392603691443
327,390.1950485195523,179.8339494551406
328,395.211580067032,174.62817387963239
329,400.36120890797525,169.61478874986668
330,405.6448752548308,164.78690524126915
331,411.06359188634895,160.1378834077519
332,416.61844219853964,155.66132505931148
333,422.3105783990252,151.3510667246714
334,428.1412198335449,147.2011727144132
335,434.1116514341171,143.20592829796712
336,440.2232222790393,139.35983300597363
337,446.4773442555324,135.65759406787157
338,452.87549081637997,132.09411999308608
339,459.4191958224166,128.66451430287256
340,466.1100524631609,125.36406941870479
341,472.9497122482884,122.1882607120645
342,479.9398840629883,119.13274071957558
343,487.08233328055064,116.19333352663205
344,494.3788809258035,113.36602932197339
345,501.8314028832436,110.64697912506152
346,509.4418291438935,108.03248968759678
347,517.212143085068,105.51901857007793
348,525.1443807773627,103.10316939394654
349,533.2406303132568,100.7816872695629
350,541.5030311517728,98.55145440002437
351,549.9337734736605,96.40948586066581
352,558.5350975415646,94.35292555395667
353,567.3092930595809,92.37904233944134
354,576.2586985265333,90.48522633834608
355,585.385700577199,88.66898541249824
356,594.6927333055548,86.92794181727284
357,604.1822775639381,85.25982902838705
358,613.8568602318121,83.66248874251839
359,623.7190534475483,82.13386805191058
360,633.7714737963587,80.67201679336495
361,644.0167814471654,79.27508507228686
362,654.4576792308128,77.94132096277366
363,665.0969116515948,76.66906838508412
364,675.9372638235818,75.45676516223375
365,686.9815603226996,74.30294125790466
366,698.2326639449055,73.20621719835509
367,709.693474360142,72.16530268156116
368,721.3669266510217,71.17899537742166
369,733.2559897243785,70.24617992351946
370,745.3636645829255,69.36582712165365
371,757.6929824432801,68.53699334114894
372,770.2470026855358,67.75882013581447
373,783.0288106183546,67.03053408236839
374,796.041515042274,66.35144684918347
375,809.2882455924488,65.72095550533575
376,822.7721498404999,65.13854308118161
377,836.4963901333883,64.60377939303856
378,850.4641401453346,64.11632214603253
379,864.6785811167119,63.67591833079619
380,879.1428977515336,63.28240593148776
381,893.8602737426381,62.93571596454987
382,908.8338868908911,62.63587486977314
383,924.0669037816772,62.383007277583864
384,939.5624739785878,62.17733917905996
385,955.3237236905383,62.01920152802179
386,971.353748864466,61.909034307670765
387,987.6556076513141,61.84739109768812
388,1004.2323121880729,61.83494418149078
389,1021.0868196332567,61.87249023751003
390,1038.222022387218,61.96095666294982
391,1055.6407374221692,62.10140858353758
392,1073.3456946395215,62.29505660835557
393,1091.3395241642224,62.543265394979535
394,1109.6247424770172,62.84756309692079
395,1128.20373727587,63.20965177282442
396,1147.0787509471938,63.631418845093
397,1166.2518625157986,64.114949704655
398,1185.7249679296049,64.66254156856176
399,1205.4997585209596,65.276718708063
400,1225.5776974708024,65.9602491768699
401,1245.9599940847393,66.71616318256743
402,1266.6475756712437,67.54777325868363
403,1287.6410567914468,68.45869641087319
404,1308.9407056272837,69.45287842813346
405,1330.5464071898011,70.53462056905266
406,1352.457623062196,71.7086088538979
407,1374.6733473423392,72.97994621599139
408,1397.1920584170211,74.35418779037266
409,1420.01166616481,75.83737964428322
410,1443.1294541460022,77.43610128257009
411,1466.5420162966386,79.15751229168494
412,1490.245187598774,81.0094035185043
413,1514.2339681511987,83.00025321457214
414,1538.5024400135644,85.13928861234207
415,1563.0436761425408,87.43655343720184
416,1587.8496406815793,89.90298189696227
417,1612.9110798064269,92.5504797283313
418,1638.2174022674808,95.39201291663032
419,1663.7565487084808,98.44170473925894
420,1689.5148487800957,101.71494181333738
421,1715.4768650087533,105.22848985116242
422,1741.6252223279303,109.00061984052797
423,1767.9404221343561,113.05124536665623
424,1794.4006396993311,117.40207177349761
425,1820.9815037510232,122.07675781826228
426,1847.6558570537723,127.10109039650632
427,1874.393496853669,132.50317279633725
428,1901.1608941462714,138.31362676763572
429,1927.9208908652479,144.56580845137213
430,1954.6323743055025,151.29603788801006
431,1981.249928399889,158.54384139220582
432,2007.7234618874975,166.35220551945528
433,2033.9978139702396,174.76784063096136
434,2060.012338784163,183.84145115365234
435,2085.700470948179,193.6280084967769
436,2110.989275635608,204.18702118505732
437,2135.7989880874243,215.5827950586022
438,2160.042549296943,227.88467432842114
439,2183.625146792116,241.16725182215606
440,2206.4437720690744,255.51053387249078
441,2228.386809328302,271.00004196783834
442,2249.3336737584714,287.7268294992238
443,2269.1545217061544,305.78738772845975
444,2287.7100596320206,325.28341054648274
445,2304.851483706797,346.3213828264474
446,2320.4205870975966,369.0119524275674
447,2334.2500772045064,393.46904150390463
448,2346.1641499862476,419.8086491795643
449,2355.9793725889594,448.1472954825785
450,2363.5059281411436,478.60005646494795
451,2368.5492770212427,511.2781436228554
452,2370.9122862126133,546.2859881590474
453,2370.397871488414,583.7178034752608
454,2366.8121850209036,623.6536187072627
455,2359.9683625545017,666.1548031069201
456,2349.6908187126855,711.2591362335986
457,2335.820045957159,758.9755221777427
458,2318.2178325042573,809.2784963687176
459,2296.772768403264,862.1027286083528
460,2271.4058594523644,917.3377820018991
461,2242.076019447593,974.8234390162248
462,2208.785167484693,1034.3459461397151
463,2171.582624714828,1095.6355497797156
464,2130.5684905592198,1158.3656902953637
465,2085.8956879217617,1222.1541817985556
466,2037.7704048563867,1286.566628582458
467,1986.450728199813,1351.1222148558686
468,1932.243360955703,1415.3018581356623
469,1875.4984336211587,1478.5585489704333
470,1816.6025500897754,1540.3295263305588
471,1755.970338144929,1600.0497778802103
472,1694.0348884866924,1657.1662268588634
473,1631.2375512476033,1711.151889264072
474,1568.017604734314,1761.519267696003
475,1504.802312315193,1807.832295140826
476,1441.9978404533638,1849.7162481878927
477,1379.9814300592484,1886.8652020446614
478,1319.09510531794,1919.0467810633809
479,1259.6410822328662,1946.1041477038532
480,1201.878916992767,1967.9553501232358
481,1146.0243239413842,1984.5902977094468
482,1092.2495033235418,1996.0657440939015
483,1040.6847551814762,2002.4987238154336
484,991.4211190582604,2004.058912845835
485,944.5137676084454,2000.9603700568298
486,899.9858916486994,1993.4530746577225
487,857.8328392312201,1981.8146130790496
488,818.0263063616384,1966.3422969019455
489,780.5184168465107,1947.3459191834713
490,745.2455691937635,1925.141286062808
491,712.1319663657374,1900.0445980544234
492,681.092777472996,1872.3677033147176
493,652.036908148113,1842.4142042550643
494,624.8693780752297,1810.476368870098
495,599.4933202473378,1776.832777998832
496,575.8116275990751,1741.7466279568423
497,553.7282795149016,1705.4646029310247
498,533.1493841865151,1668.216231605415
499,513.9839736977057,1630.2136462294936
500,496.14458776891223,1591.6516685057
501,479.54767990329464,1552.7081542537053
502,464.1138767274675,1513.5445370282107
503,449.76811798666745,1474.306519154419
504,436.4397012100956,1435.1248666061556
505,424.0622516983438,1396.116271532616
506,412.5736353255318,1357.3842528974562
507,401.9158287672712,1319.0200715663223
508,392.0347591972083,1281.1036412610013
509,382.88012324838354,1243.7044211240122
510,374.40519310162585,1206.8822792638643
511,366.5666159210937,1170.68831964846
512,359.3242114799312,1135.1656671572619
513,352.6407716771597,1100.350207566327
514,346.48186471029567,1066.2712807950754
515,340.81564590793437,1032.9523269544666
516,335.6126766159799,1000.4114856613227
517,330.8457520462781,968.6621497737532
518,326.48973861587467,937.7134752020504
519,322.5214210105672,907.5708487954298
520,318.9193589820261,878.2363165291783
521,315.66375372016415,849.7089743453122
522,312.73632352042097,821.985324054416
523,310.12018837985977,795.0595967046356
524,307.7997630987901,768.9240457800755
525,305.760658429706,743.5692125167338
526,303.98958979758345,718.9841655285938
527,302.47429311085125,695.1567168269302
528,301.2034471873529,672.0736161978033
529,300.1666023317205,649.7207257804826
530,299.35411461766773,628.0831765664194
531,298.7570854492041,607.1455084168325
532,298.3673059973542,586.8917950787643
533,298.17720613272223,567.3057555658228
534,298.1798074983634,548.3708531616448
535,298.36868039145537,530.0703832018526
536,298.73790414570914,512.3875506942366
537,299.28203072911424,495.30553874716605
538,299.9960512932364,478.8075686927526
539,300.87536543078033,462.876952713892
540,301.915752917417,447.49713971280363
541,303.1133477319335,432.6517550927904
542,304.4646141655898,418.3246350643081
543,305.9663248471899,404.49985603083627
544,307.6155405248398,391.1617595590663
545,309.40959145871483,378.2949733912935
546,311.34606029145135,365.884428915305
547,313.42276627408677,353.91537546816295
548,315.6377507358521,342.3733918148239
549,317.9892636956278,331.2443951102357
550,320.4757515215896,320.5146476241337
551,323.0958455535416,310.17076148101023
552,325.8483516097151,300.1997016433881
553,328.7322403064693,290.5887873444281
554,331.74663812541115,281.3256921558027
555,334.8908191679884,272.39844285854014
556,338.16419754268776,263.79541726797976
557,341.56632033457,255.50534114896578
558,345.09686111109386,247.51728434377975
559,348.75561392202565,239.8206562229641
560,352.54248775471933,232.4052005579884
561,356.45750140925946,225.26098990457277
562,360.50077876086243,218.37841957628663
563,364.67254437958843,211.74820127972902
564,368.97311947983644,205.36135647506046
565,373.4029181743046,199.20920951884656
566,377.9624440091037,193.28338064000994
567,382.652286758553,187.5757787941167
568,387.47311945985837,182.07859443619358
569,392.42569566939227,176.78429224772364
570,397.5108469236871,171.68560384936782
571,402.7294803895241,166.7755205272658
572,408.0825766886407,162.04728599742847
573,413.57118788363937,157.49438922973957
574,419.196435612627,153.11055735038417
575,424.9595093609819,148.88974863909482
576,430.8616648594346,144.8261456354311
577,436.9042225983597,140.91414836635988
578,443.0885664488161,137.14836770565856
579,449.41614238146286,133.52361887410734
580,455.88845727499165,130.0349150880512
581,462.50707780619547,126.67746136267772
582,469.2736294142002,123.44664847526984
583,476.1897953317692,120.33804709272788
584,483.25731567690633,117.34740206681072
585,490.4779865982758,114.47062689980882
586,497.85365946819707,111.70379838271961
587,505.3862401171836,109.04315140744681
588,513.0776881041645,106.48507395407462
589,520.9300160166603,104.02610225387487
590,528.9452887952907,101.6629161283814
591,537.1256230770648,99.39233450460512
592,545.4731865519274,97.21131110626474
593,553.9901973270497,95.11693032076097
594,562.6789232933266,93.10640324153084
595,571.5416814884713,91.17706388537593
596,580.5808374510103,89.32636558435881
597,589.7988045593554,87.55187755191048
598,599.198043349964,85.85128162288301
599,608.7810608084043,84.22236916741075
600,618.5504096268996,82.66303817861731
601,628.5086874216538,81.17129053441934
602,638.6585359029525,79.74522943392897
603,649.0026399906604,78.38305700925443
604,659.543726867333,77.08307211383165
605,670.2845649607087,75.84366828880044
606,681.2279628468328,74.66333190936157
607,692.376768064492,73.54064051352358
608,703.7338658310238,72.47426131616554
609,715.3021776488417,71.46294991191868
610,727.0846597912797,70.50554917099552
611,739.0843016554751,69.60098833278735
612,751.3041239690999,68.74828230280562
613,763.7471768367077,67.94653115936988
614,776.4165376103323,67.19491987734713
615,789.3153085677277,66.49271827723756
616,802.446614380275,65.83928120898193
617,815.8135993510718,65.2340489810461
618,829.4194244020701,64.6765480466336
619,843.2672637873181,64.16639196029101
620,857.3603015073649,63.70328261972184
621,871.7017273976926,63.28701180932342
622,886.294732861647,62.917463063822346
623,901.1425062156787,62.59461387242937
624,916.2482276118142,62.318538246176175
625,931.6150634990719,62.089409673559686
626,947.2461605820378,61.90750449232768
627,963.1446392309263,61.773205708215976
628,979.3135862932279,61.687007294721184
629,995.7560472523601,61.64951901159712
630,1012.4750176735682,61.66147178373082
631,1029.4734338716814,61.72372368642284
632,1046.7541627290752,61.83726658791079
633,1064.3199905853164,62.00323350527862
634,1082.1736111123905,62.22290673573972
635,1100.317612081081,62.497726831724165
636,1118.7544609148913,62.82930249530039
637,1137.486488917744,63.21942147528442
638,1156.5158740505947,63.670062559013374
639,1175.844622119794,64.18340876024988
640,1195.4745462265043,64.76186181514134
641,1215.4072443116502,65.40805810965743
642,1235.6440746144583,66.1248861745744
643,1256.1861288447035,66.91550589797016
644,1277.034202848949,67.78336962043322
645,1298.1887645294132,68.73224529489703
646,1319.6499187502316,69.76624191128718
647,1341.4173689398333,70.8898374061259
648,1363.4903750696099,72.10790929898775
649,1385.8677076578745,73.42576832132876
650,1408.5475974141702,74.84919532880825
651,1431.5276801020761,76.38448181584252
652,1454.8049361586013,78.03847438079711
653,1478.375624565097,79.8186235219175
654,1502.2352104180447,81.73303717772575
655,1526.3782855983281,83.79053946100625
656,1550.7984818846041,86.00073507236586
657,1575.4883758003944,88.37407991725837
658,1600.4393844259398,90.92195848867
659,1625.6416513451334,93.65676861549646
660,1651.083921835965,96.59201421281703
661,1676.7534063508826,99.74240670319581
662,1702.6356312730265,103.1239758057372
663,1728.7142758774555,106.75419040919527
664,1754.9709943761573,110.65209025352961
665,1781.385221885462,114.838429136508
666,1807.9339631290761,119.33583033276119
667,1834.5915626853696,124.16895485515231
668,1861.3294556112949,129.3646830938751
669,1888.1158973365837,134.95231022675492
670,1914.9156718324284,140.96375559192174
671,1941.6897772326759,147.43378593572854
672,1968.3950883398804,154.40025207580325
673,1994.9839958040684,161.90433802921154
674,2021.4040222431704,169.99082102283464
675,2047.5974162096961,178.7083399970457
676,2073.500725731681,188.10966920032578
677,2099.044354205138,198.25199221330857
678,2124.1521027326603,209.1971701943907
679,2148.7407046342773,221.0119962619969
680,2172.7193598502618,233.7684256776271
681,2195.9892793593417,247.54376882943396
682,2218.443252593239,262.42083090754784
683,2239.9652541742075,278.4879785948688
684,2260.4301101531833,295.83911008138136
685,2279.703248272262,314.5735002952015
686,2297.640561565534,334.7954885327601
687,2314.0884197389687,356.61397084039794
688,2328.8838680487183,380.1416548224928
689,2341.8550585453236,405.4940304189191
690,2352.8219631651564,432.78800714183734
691,2361.5974216852205,462.14016698486324
692,2367.988579311851,493.664583583221
693,2371.7987677894102,527.4701632389158
694,2372.8298793930153,563.6574732808901
695,2370.8852739202657,602.3150391032707
696,2365.7732437278214,643.5151142303586
697,2357.3110400095525,687.3089587418593
698,2345.3294342455674,733.7217006876411
699,2329.6777519839866,782.7469022482575
700,2310.229272590552,834.3410057479862
701,2286.886840135143,888.4178911808583
702,2259.5884802760097,944.8438320557703
703,2228.312770289277,1003.433183923319
704,2193.083669902806,1063.9451724805408
705,2153.974495728904,1126.0821576584165
706,2111.1107182854607,1189.4897290800993
707,2064.671283319893,1253.7589311149638
708,2014.8882117503458,1318.430820205761
709,1962.044315128303,1383.0034256833055
710,1906.468972196157,1446.9410258779583
711,1848.532038719669,1509.6854773861746
712,1788.6360955071568,1570.6691645110802
713,1727.2073642822186,1629.3289878632527
714,1664.685723482652,1685.1207046324907
715,1601.5143237789407,1737.5328827528797
716,1538.1293279466213,1786.0997449040321
717,1474.9502790640831,1830.412255481013
718,1412.37153820417,1870.126935391204
719,1350.755136507268,1904.9720599931472
720,1290.425269115246,1934.7510847235412
721,1231.6645337976825,1959.3433301473347
722,1174.7118984408814,1978.702124783494
723,1119.762279652488,1992.8507362577488
724,1066.967536719174,2001.8765112254905
725,1016.4386342550924,2005.9236902701155
726,968.2487027004257,2005.1853689878935
727,922.436725188197,1999.895047808266
728,879.0115972576696,1990.3181598720175
729,837.9563367956008,1976.7438980433158
730,799.2322599058069,1959.4775876200063
731,762.7829793436439,1938.8337777072165
732,728.5381219585408,1915.130156774758
733,696.416697662686,1888.682339928756
734,666.3300832533702,1859.7995284792587
735,638.1846093158035,1828.7810067109754
736,611.8837574472188,1795.9134156365924
737,587.3299886466659,1761.468727613209
738,564.4262326420509,1725.7028374287593
739,543.077073019197,1688.854683158105
740,523.1896651207909,1651.1458121885528
741,504.6744235716919,1612.7803129535962
742,487.4455146318736,1573.945039955736
743,471.4211859298031,1534.810067706396
744,456.52396291962293,1495.5293175879171
745,442.6807379595301,1456.2413098671211
746,429.8227744582336,1417.070000840043
747,417.8856452379745,1378.1256721675713
748,406.8091212137772,1339.5058457718967
749,396.53702374228385,1301.2962031733323
750,387.017051570462,1263.5714928732955
751,378.20059121314443,1226.3964133797588
752,370.0425177927722,1189.8264627919145
753,362.5009918602623,1153.9087485852347
754,355.5372564536023,1118.6827534425659
755,349.11543761016503,1084.1810547349899
756,343.20235069994686,1050.4299966365409
757,337.76731426189116,1017.450314921482
758,332.78197247851233,985.2577152967473
759,328.22012699239514,953.8634067129996
